"effective_date","state","region","ado","city","county","facility_name","ownership","use","location_id","site_number","arp_latitude","arp_longitude","cert_type_date"
2018-07-19,"VA","AEA","DCA","CHARLOTTESVILLE","ALBEMARLE","BUNDORAN","PR","PR","VA18","25665.3*A","37-58-06.5040N","078-40-56.0640W",NA
2018-07-19,"VA","AEA","DCA","CHARLOTTESVILLE","ALBEMARLE","CHARLOTTESVILLE-ALBEMARLE","PU","PU","CHO","25666.*A","38-08-22.7000N","078-27-08.4000W","I B S 05/1973"
2018-07-19,"VA","AEA","DCA","CHARLOTTESVILLE","ALBEMARLE","MORVEN FARMS","PR","PR","VA21","25665.31*H","37-56-24.5080N","078-30-31.0410W",NA
2018-07-19,"VA","AEA","DCA","CHARLOTTESVILLE","ALBEMARLE","SNOW HILL","PR","PR","VA19","25665.4*A","37-57-14.5060N","078-22-09.0280W",NA
2018-07-19,"VA","AEA","DCA","CHARLOTTESVILLE","ALBEMARLE","UNIVERSITY OF VIRGINIA HOSPITAL","PR","PR","8VA5","25665.9*H","38-01-52.0000N","078-29-54.0000W",NA
2018-07-19,"VA","AEA","DCA","CHASE CITY","MECKLENBURG","CHASE CITY MUNI","PU","PU","CXE","25668.*A","36-47-18.0080N","078-30-05.5930W",NA
2018-07-19,"VA","AEA","DCA","CHASE CITY","LUNENBURG","HAZELSWART","PR","PR","1VA8","25668.02*A","36-51-43.0000N","078-24-40.0000W",NA
2018-07-19,"VA","AEA","DCA","CHASE CITY","MECKLENBURG","TWIN TOWERS","PR","PR","VA25","25668.01*A","36-45-51.5070N","078-21-37.9910W",NA
2018-07-19,"VA","AEA","DCA","CHERITON","NORTHAMPTON","AIRDUCE","PR","PR","7VA0","25671.11*H","37-16-25.0000N","075-58-19.0000W",NA
2018-07-19,"VA","AEA","DCA","CHERITON","NORTHAMPTON","CHERRYSTONE","PR","PR","24VA","25671.1*A","37-17-17.4960N","075-59-58.7590W",NA
2018-07-19,"VA","AEA","DCA","CHERITON","NORTHAMPTON","EAGLES NEST","PR","PR","21VA","25671.*A","37-18-11.4970N","075-56-05.7500W",NA
2018-07-19,"VA","AEA","DCA","CHESAPEAKE","CHESAPEAKE","ARMADA/HOFFLER BUSINESS CENTER","PR","PR","VA69","25673.03*H","36-47-19.5330N","076-13-34.7760W",NA
2018-07-19,"VA","AEA","DCA","CHESAPEAKE","CHESAPEAKE","CHESAPEAKE GENERAL HOSPITAL","PR","PR","11VA","25673.01*H","36-44-43.8400N","076-14-52.3400W",NA
2018-07-19,"VA","AEA","DCA","CHESAPEAKE","CHESAPEAKE","DIVISION FIVE","PU","PR","47VA","25673.02*H","36-47-45.5330N","076-14-16.7780W",NA
2018-07-19,"VA","AEA","DCA","CHESAPEAKE CITY","CHESAPEAKE","TUCKER","PR","PR","3VG8","25673.05*H","36-35-23.0000N","076-16-13.0000W",NA
2018-07-19,"VA","AEA","DCA","CHESTER","CHESTERFIELD","MC LAUGHLIN","PR","PU","2G6","25674.3*C","37-19-14.0000N","077-20-45.0000W",NA
2018-07-19,"VA","AEA","DCA","CHILHOWIE","SMYTH","WHITE OAK STAND","PR","PR","VA11","25677.11*A","36-48-28.4130N","081-42-04.4290W",NA
2018-07-19,"VA","AEA","DCA","CHRISTIANSBURG","MONTGOMERY","CARILION CLINIC","PR","PR","VA22","25680.*H","37-05-12.5519N","080-30-22.5040W",NA
2018-07-19,"VA","AEA","DCA","CLARKSVILLE","MECKLENBURG","LAKE COUNTRY REGIONAL","PU","PU","W63","25687.2*A","36-35-44.7000N","078-33-36.5000W",NA
2018-07-19,"VA","AEA","DCA","CLARKSVILLE","MECKLENBURG","MERIFIELD","PR","PR","VG34","25687.1*A","36-35-04.5090N","078-30-02.9960W",NA
2018-07-19,"VA","AEA","DCA","CLIFTON FORGE","ALLEGHANY","HOP-ALONG","PR","PR","12VA","25688.5*A","37-47-17.0000N","079-46-04.0000W",NA
2018-07-19,"VA","AEA","DCA","CLINTWOOD","DICKENSON","CANEY RIDGE","PR","PR","VA75","25688.9*A","37-03-55.3000N","082-26-39.0000W",NA
2018-07-19,"VA","AEA","DCA","CLOVER","HALIFAX","ALPHA HOTEL","PR","PR","07VA","25690.*A","36-49-10.5010N","078-46-59.0240W",NA
2018-07-19,"VA","AEA","DCA","COEBURN","WISE","COEBURN","PR","PR","5VA7","25697.951*H","36-57-35.3700N","082-28-12.5450W",NA
2018-07-19,"VA","AEA","DCA","COLES POINT","WESTMORELAND","SANFORD FIELD","PR","PR","VA23","25698.5*A","38-07-08.4640N","076-36-48.8480W",NA
2018-07-19,"VA","AEA","DCA","COLONIAL HEIGHTS","CHESTERFIELD","TECHNICAL CENTER","PR","PR","7VA2","25698.82*H","37-18-20.5370N","077-23-39.9350W",NA
2018-07-19,"VA","AEA","DCA","COLUMBIA FURNACE","SHENANDOAH","AYERS","PR","PR","VA93","25698.84*A","38-54-18.3990N","078-39-17.0550W",NA
2018-07-19,"VA","AEA","DCA","CONCORD","APPOMATTOX","SKOVHUS","PR","PR","VA24","25699.*A","37-24-51.5170N","078-57-51.0700W",NA
2018-07-19,"VA","AEA","DCA","CREWE","NOTTOWAY","CREWE MUNI","PU","PU","W81","25710.1*A","37-10-51.6440N","078-05-54.5089W",NA
2018-07-19,"VA","AEA","DCA","CRITZ","PATRICK","MOOREFIELD'S AIRSTRIP","PR","PR","VA27","25711.91*A","36-33-35.4950N","080-08-16.1750W",NA
2018-07-19,"VA","AEA","DCA","CROSS JUNCTION","FREDERICK","KUHN","PR","PR","4VA2","25712.*H","39-22-18.0000N","078-17-19.0000W",NA
2018-07-19,"VA","AEA","DCA","CROZET","ALBEMARLE","COTTONWOOD FARM","PR","PR","87VA","25712.21*A","38-04-52.0000N","078-41-44.0000W",NA
2018-07-19,"VA","AEA","DCA","CROZET","ALBEMARLE","MIRADOR","PR","PR","6VA8","25712.2*H","38-02-26.4970N","078-45-22.0750W",NA
2018-07-19,"VA","AEA","DCA","CULLEN","CHARLOTTE","LAYNE FARM AIRSTRIP","PR","PR","VA28","25712.8*A","37-07-16.5320N","078-38-37.0050W",NA
2018-07-19,"VA","AEA","DCA","CULPEPER","CULPEPER","BELMONT FARM","PR","PR","88VA","25713.22*A","38-22-27.0000N","077-59-31.0000W",NA
2018-07-19,"VA","AEA","DCA","CULPEPER","CULPEPER","BERRYVALE","PR","PR","VA30","25713.2*A","38-31-36.4470N","077-57-22.9860W",NA
2018-07-19,"VA","AEA","DCA","CULPEPER","CULPEPER","CULPEPER RGNL","PU","PU","CJR","25713.*A","38-31-31.7000N","077-51-34.7000W",NA
2018-07-19,"VA","AEA","DCA","CULPEPER","CULPEPER","NOVANT HEALTH UVA CULPEPER MEDICAL CENTER","PR","PR","VA29","25713.02*H","38-27-16.6200N","078-00-51.6600W",NA
2018-07-19,"VA","AEA","DCA","CULPEPER","CULPEPER","THE GREENHOUSE","PR","PR","02VA","25713.3*A","38-26-08.4580N","077-51-25.9790W",NA
2018-07-19,"VA","AEA","DCA","DAHLGREN","YORK","DAHLGREN NAVAL SURFACE WARFARE CENTER","MN","PR","NDY","25716.*A","38-19-58.3600N","077-02-13.2400W",NA
2018-07-19,"VA","AEA","DCA","DANVILLE","PITTSYLVANIA","BUCK HOLLAR","PR","PR","95VA","25725.1*A","36-37-23.4970N","079-21-21.0790W",NA
2018-07-19,"VA","AEA","DCA","DANVILLE","DANVILLE","CENTRA DANVILLE MEDICAL CENTER","PR","PR","5VA9","25725.2*H","36-35-04.0000N","079-25-53.0000W",NA
2018-07-19,"VA","AEA","DCA","DANVILLE","PITTSYLVANIA","DANVILLE LIFE SAVING CREW","PR","PR","3VA9","25725.01*H","36-35-08.4200N","079-24-32.2100W",NA
2018-07-19,"VA","AEA","DCA","DANVILLE","PITTSYLVANIA","DANVILLE RGNL","PU","PU","DAN","25725.*A","36-34-20.9000N","079-20-10.5000W",NA
2018-07-19,"VA","AEA","DCA","DANVILLE","PITTSYLVANIA","O'GARA TECH TRAINING FACILITY","PR","PR","VA40","25725.02*H","36-33-54.8000N","079-12-16.0000W",NA
2018-07-19,"VA","AEA","DCA","DILLWYN","BUCKINGHAM","BUCKINGHAM COUNTY RESCUE SQUAD","PR","PR","VA97","25730.*H","37-32-13.9400N","078-28-40.3700W",NA
2018-07-19,"VA","AEA","DCA","DUBLIN","PULASKI","CEDAR POINT LANDING","PR","PR","VG59","25735.01*H","37-04-10.0000N","080-38-58.0000W",NA
2018-07-19,"VA","AEA","DCA","DUBLIN","PULASKI","NEW RIVER VALLEY","PU","PU","PSK","25735.*A","37-08-14.4430N","080-40-42.5340W",NA
2018-07-19,"VA","AEA","DCA","DUFFIELD","SCOTT","DDA","PU","PR","5VA8","25736.*H","36-42-40.3430N","082-48-02.5820W",NA
2018-07-19,"VA","AEA","DCA","EAGLE ROCK","BOTETOURT","BIG HILL","PR","PR","44VA","25738.*A","37-43-52.4640N","079-48-40.1740W",NA
2018-07-19,"VA","AEA","DCA","EAGLE ROCK","BOTETOURT","PERKEY","PR","PR","79VG","25738.01*A","37-39-55.0000N","079-48-44.7000W",NA
2018-07-19,"VA","AEA","DCA","EDINBURG","SHENANDOAH","HIDDEN RIVER","PR","PR","89VA","25739.01*A","38-31-20.4470N","078-31-27.0350W",NA
2018-07-19,"VA","AEA","DCA","EDINBURG","SHENANDOAH","LONGS","PR","PR","VA32","25739.*A","38-48-15.4090N","078-34-19.0440W",NA
2018-07-19,"VA","AEA","DCA","EDWARDSVILLE","NORTHUMBERLAND","JETT AIRPARK","PR","PR","2VA1","25739.05*A","37-53-45.4690N","076-21-18.8090W",NA
2018-07-19,"VA","AEA","DCA","ELEPHANT FORK","SUFFOLK","SENTARA OBICI HOSPITAL","PR","PR","VG51","25740.3*H","36-46-27.9900N","076-34-51.9400W",NA
2018-07-19,"VA","AEA","DCA","EMPORIA","GREENSVILLE","EMPORIA-GREENSVILLE RGNL","PU","PU","EMV","25744.*A","36-41-12.7000N","077-28-57.9000W",NA
2018-07-19,"VA","AEA","DCA","EMPORIA","GREENSVILLE","SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER","PR","PR","73VA","25744.01*H","36-42-09.4900N","077-32-13.0200W",NA
2018-07-19,"VA","AEA","DCA","FAIRFAX","FAIRFAX","7TH DIV STATE POLICE HQTRS","PU","PR","13VA","25750.02*H","38-49-26.0060N","077-16-58.9510W",NA
2018-07-19,"VA","AEA","DCA","FAIRFAX","FAIRFAX","FAIRFAX COUNTY POLICE","PU","PR","26VA","25750.03*H","38-51-11.4050N","077-22-22.9500W",NA
2018-07-19,"VA","AEA","DCA","FAIRFAX","FAIRFAX","INOVA FAIR OAKS HOSPITAL","PR","PR","74VA","25750.05*H","38-53-04.0300N","077-22-43.4100W",NA
2018-07-19,"VA","AEA","DCA","FAIRFAX","FAIRFAX","INOVA FAIRFAX HOSPITAL","PR","PR","72VA","25750.04*H","38-51-25.4030N","077-13-34.9350W",NA
2018-07-19,"VA","AEA","DCA","FARMVILLE","PRINCE EDWARD","ABILENE","PR","PR","14VG","25755.12*A","37-10-05.0000N","078-30-03.0000W",NA
2018-07-19,"VA","AEA","DCA","FARMVILLE","PRINCE EDWARD","BIG BUFFALO AIRSTRIP","PR","PR","VA34","25755.2*A","37-17-00.5470N","078-26-58.9840W",NA
2018-07-19,"VA","AEA","DCA","FARMVILLE","CUMBERLAND","FARMVILLE RGNL","PU","PU","FVX","25755.1*A","37-21-27.1000N","078-26-16.1000W",NA
2018-07-19,"VA","AEA","DCA","FARMVILLE","PRINCE EDWARD","PROVIDENCE","PR","PR","05VA","25755.*A","37-13-27.0000N","078-25-07.0000W",NA
2018-07-19,"VA","AEA","DCA","FARMVILLE","PRINCE EDWARD","SOUTHSIDE COMMUNITY HOSPITAL","PR","PR","VA77","25755.3*H","37-18-06.7685N","078-24-10.5802W",NA
2018-07-19,"VA","AEA","DCA","FENTRESS","CHESAPEAKE","FENTRESS NALF","MN","PR","NFE","25760.*A","36-41-31.3310N","076-08-04.4305W",NA
2018-07-19,"VA","AEA","DCA","FINCASTLE","BOTETOURT","BARROWS","PR","PR","VA04","25762.*A","37-29-31.4720N","079-55-43.1550W",NA
2018-07-19,"VA","AEA","DCA","FINCASTLE","BOTETOURT","FINCASTLE","PR","PR","VA83","25762.1*A","37-31-20.4740N","079-51-07.1530W",NA
2018-07-19,"VA","AEA","DCA","FISHERSVILLE","AUGUSTA","AUGUSTA MEDICAL CENTER","PR","PR","09VG","25763.*H","38-05-44.1000N","078-59-12.2400W",NA
2018-07-19,"VA","AEA","DCA","FLOYD","FLOYD","ALUM RIDGE","PR","PR","09VA","25765.*A","36-58-35.4640N","080-29-38.1970W",NA
2018-07-19,"VA","AEA","DCA","FLOYD","FLOYD","DEER RUN","PR","PR","VA06","25765.1*A","36-59-39.4650N","080-27-16.1870W",NA
2018-07-19,"VA","AEA","DCA","FOREST","BEDFORD","NEW LONDON","PR","PU","W90","25767.*A","37-16-18.2200N","079-20-09.2400W",NA
2018-07-19,"VA","AEA","DCA","FORT A. P. HILL","CAROLINE","A P HILL AAF (FORT A P HILL)","MR","PR","APH","25770.*A","38-04-08.0049N","077-19-08.2596W",NA
2018-07-19,"VA","AEA","DCA","FORT A. P. HILL","CAROLINE","HETH AHP","MR","PR","VA37","25770.01*H","38-09-00.4740N","077-21-58.9330W",NA
2018-07-19,"VA","AEA","DCA","FORT BELVOIR","FAIRFAX","DAVISON AAF","MR","PR","DAA","25775.01*A","38-42-53.7210N","077-10-51.2210W",NA
2018-07-19,"VA","AEA","DCA","FORT BELVOIR","FAIRFAX","FORT BELVOIR COMMUNITY HOSPITAL","MR","PR","VG93","25775.02*H","38-42-23.8700N","077-08-41.8000W",NA
2018-07-19,"VA","AEA","DCA","FORT EUSTIS","NEWPORT NEWS","FELKER AAF","MR","PR","FAF","25775.3*A","37-07-57.3637N","076-36-32.1492W",NA
2018-07-19,"VA","AEA","DCA","FORT LEE","PRINCE GEORGE","FORT LEE AHP 3(QRTMST CEN)","MR","PR","VA39","25776.13*H","37-15-16.7900N","077-19-37.7900W",NA
2018-07-19,"VA","AEA","DCA","FORT LEE","PRINCE GEORGE","FORT LEE NR 1/HQS/","MR","PR","VA35","25776.1*H","37-14-30.5390N","077-20-34.9280W",NA
2018-07-19,"VA","AEA","DCA","FORT MONROE","NORFOLK","WALKER ARMY","PR","PR","VG35","25776.5*H","37-01-00.0000N","076-18-00.0000W",NA
2018-07-19,"VA","AEA","DCA","FRANKLIN","ISLE OF WIGHT","CARRSVILLE VOL FIRE DEPT","PR","PR","VG11","25779.02*H","36-42-52.0000N","076-49-36.0000W",NA
2018-07-19,"VA","AEA","DCA","FRANKLIN","ISLE OF WIGHT","FRANKLIN MUNI-JOHN BEVERLY ROSE","PU","PU","FKN","25779.*A","36-42-01.1000N","076-54-07.7000W",NA
2018-07-19,"VA","AEA","DCA","FRANKLIN","SOUTHAMPTON","SOUTHAMPTON MEMORIAL HOSPITAL","PU","PR","9VA9","25779.01*H","36-41-35.0300N","076-56-13.2000W",NA
2018-07-19,"VA","AEA","DCA","FREDERICKSBURG","STAFFORD","CHIMNEY VIEW","PR","PR","5VA5","25783.11*A","38-24-12.4480N","077-18-56.9320W",NA
2018-07-19,"VA","AEA","DCA","FREDERICKSBURG","STAFFORD","DOGWOOD AIRPARK","PR","PR","VA42","25783.2*A","38-21-33.1600N","077-27-01.8300W",NA
2018-07-19,"VA","AEA","DCA","FREDERICKSBURG","SPOTSYLVANIA","SHANNON","PR","PU","EZF","25783.1*A","38-15-58.4000N","077-26-57.8000W",NA
2018-07-19,"VA","AEA","DCA","FREDERICKSBURG","SPOTSYLVANIA","SPOTSYLVANIA REGIONAL MEDICAL CENTER","PR","PR","03VA","25783.13*H","38-12-59.8200N","077-29-43.9800W",NA
2018-07-19,"VA","AEA","DCA","FRONT ROYAL","WARREN","FRONT ROYAL-WARREN COUNTY","PU","PU","FRR","25791.*A","38-55-03.1355N","078-15-12.1795W",NA
2018-07-19,"VA","AEA","NONE","GALAX","GRAYSON","CT FIELDS","PR","PR","25VG","25793.*A","36-38-08.1600N","080-54-50.0400W",NA
2018-07-19,"VA","AEA","DCA","GALAX HILLSVILLE","CARROLL","TWIN COUNTY","PU","PU","HLX","25794.1*A","36-45-57.9998N","080-49-24.8208W",NA
2018-07-19,"VA","AEA","DCA","GLOUCESTER","GLOUCESTER","NEW QUARTER FARM","PR","PR","92VA","25800.11*A","37-20-41.0000N","076-33-52.0000W",NA
2018-07-19,"VA","AEA","DCA","GLOUCESTER","GLOUCESTER","RIVERSIDE WALTER REED HOSPITAL","PR","PR","VA70","25800.01*H","37-25-11.2200N","076-32-34.4700W",NA
2018-07-19,"VA","AEA","DCA","GLOUCESTER COURT HOUSE","GLOUCESTER","HANDY STRIP","PR","PR","0VA9","25800.1*A","37-26-50.4980N","076-27-13.8120W",NA
2018-07-19,"VA","AEA","DCA","GOOCHLAND","GOOCHLAND","ROSE RETREAT FARM","PR","PR","VA44","25801.*A","37-43-00.5240N","077-53-01.9840W",NA
2018-07-19,"VA","AEA","DCA","GORDONSVILLE","ORANGE","GORDONSVILLE MUNI","PU","PU","GVE","25805.*A","38-09-21.5860N","078-09-56.8080W",NA
2018-07-19,"VA","AEA","DCA","GORE","FREDERICK","AL'S FIELD","PR","PR","48VA","25806.1*A","39-17-26.3650N","078-21-03.0200W",NA
2018-07-19,"VA","AEA","DCA","GORE","FREDERICK","TIMBER RIDGE ARPK","PR","PR","VA46","25806.*A","39-17-46.3640N","078-21-44.0210W",NA
2018-07-19,"VA","AEA","DCA","GRETNA","FRANKLIN","LOCKERMAN","PR","PR","VA48","25808.3*C","37-02-17.5180N","079-35-46.1050W",NA
2018-07-19,"VA","AEA","DCA","GROTTOES","AUGUSTA","MOUNT HOREB FIELD","PR","PR","06VA","25810.*A","38-14-56.4670N","078-51-19.0920W",NA
2018-07-19,"VA","AEA","DCA","GRUNDY","BUCHANAN","GRUNDY MUNI","PU","PU","GDY","25812.5*A","37-13-56.6150N","082-07-29.9880W",NA
2018-07-19,"VA","AEA","DCA","GRUNDY","BUCHANAN","UNITED COAL","PR","PR","4VA7","25812.511*H","37-17-47.8200N","082-07-43.8300W",NA
2018-07-19,"VA","AEA","DCA","HALIFAX","HALIFAX","FOX FIRE","PR","PR","33VA","25814.*A","36-47-03.4940N","079-02-59.0510W",NA
2018-07-19,"VA","AEA","DCA","HAMPTON","HAMPTON","LANGLEY AFB","MA","PR","LFI","25815.*A","37-04-58.3900N","076-21-37.9400W",NA
2018-07-19,"VA","AEA","DCA","HAMPTON","HAMPTON","SENTARA HAMPTON GENERAL HOSPITAL","PR","PR","71VA","25815.01*H","37-03-23.4300N","076-23-21.0700W",NA
2018-07-19,"VA","AEA","DCA","HAMPTON","HAMPTON","THOMAS NELSON COMMUNITY COLLEGE","PR","PR","3VG5","25815.02*H","37-03-47.2000N","076-24-59.0000W",NA
2018-07-19,"VA","AEA","DCA","HANOVER","HANOVER","WOODS FARM AIRSTRIP","PR","PR","VA50","25816.52*A","37-42-54.5130N","077-18-08.9220W",NA
2018-07-19,"VA","AEA","DCA","HARDY","FRANKLIN","CARILION WESTLAKE CENTER","PR","PR","36VA","25822.*H","37-06-57.4500N","079-43-04.7700W",NA
2018-07-19,"VA","AEA","DCA","HARRISONBURG","ROCKINGHAM","FRANK FIELD","PR","PR","VA52","25823.01*A","38-29-06.4440N","078-56-43.1050W",NA
2018-07-19,"VA","AEA","DCA","HARRISONBURG","ROCKINGHAM","LINVILLE-EDOM","PR","PR","2VG3","25823.*A","38-32-55.0000N","078-52-16.0000W",NA
2018-07-19,"VA","AEA","DCA","HARRISONBURG","ROCKINGHAM","ROCKINGHAM","PR","PR","5VA6","25823.011*H","38-29-03.4440N","078-52-04.0960W",NA
2018-07-19,"VA","AEA","DCA","HARRISONBURG","ROCKINGHAM","ROCKINGHAM MEMORIAL HOSPITAL","PR","PR","VA47","25823.02*H","38-24-19.1900N","078-51-14.5500W",NA
2018-07-19,"VA","AEA","DCA","HAYMARKET","PRINCE WILLIAM","NOVANT HEALTH UVA HAYMARKET MEDICAL CENTER","PR","PR","45VA","25823.333*H","38-49-11.8500N","077-38-28.5100W",NA
2018-07-19,"VA","AEA","DCA","HILLSBORO","LOUDOUN","KRENS FARM","PR","PR","14VA","25824.91*A","39-13-44.3680N","077-44-47.9750W",NA
2018-07-19,"VA","AEA","DCA","HILLSVILLE","CARROLL","GROUNDHOG MOUNTAIN","PR","PR","00VI","25825.*A","36-39-48.0000N","080-29-58.2000W",NA
2018-07-19,"VA","AEA","DCA","HOLLAND","SUFFOLK","BRANDYWYNE FARMS","PR","PR","2VA8","25826.1*A","36-41-01.5420N","076-49-47.8520W",NA
2018-07-19,"VA","AEA","DCA","HOLLAND","NANSEMOND","GRASSO SALVAGE","PR","PR","62VA","25826.*A","36-40-11.5430N","076-43-42.8430W",NA
2018-07-19,"VA","AEA","DCA","HOPEWELL","HOPEWELL","BERMUDA HUNDRED","PR","PR","7VA4","25827.12*H","37-17-44.5350N","077-16-15.9180W",NA
2018-07-19,"VA","AEA","DCA","HOPEWELL","PRINCE GEORGE","HENSHAW","PR","PR","VG42","25827.13*A","37-15-08.5000N","077-09-09.6000W",NA
2018-07-19,"VA","AEA","DCA","HOPEWELL","HOPEWELL","HOPEWELL","PR","PR","7VA3","25827.11*H","37-17-14.5350N","077-16-15.9180W",NA
2018-07-19,"VA","AEA","DCA","HOT SPRINGS","BATH","BATH COMMUNITY HOSPITAL","PR","PR","47VG","25830.1*H","37-59-36.1300N","079-49-54.6800W",NA
2018-07-19,"VA","AEA","DCA","HOT SPRINGS","BATH","INGALLS FIELD","PU","PU","HSP","25830.*A","37-57-05.2000N","079-50-02.0200W",NA
2018-07-19,"VA","AEA","DCA","HURT","PITTSYLVANIA","ENGLISH","PR","PR","18VA","25832.5*H","37-06-13.5130N","079-18-04.0850W",NA
2018-07-19,"VA","AEA","DCA","IRON GATE","ALLEGHANY","RIVERWOOD","PR","PR","0VA2","25833.7*A","37-47-47.4640N","079-46-00.1710W",NA
2018-07-19,"VA","AEA","DCA","IVOR","ISLE OF WIGHT","WELLS","PR","PR","VA56","25835.3*A","37-00-12.5390N","076-49-38.8540W",NA
2018-07-19,"VA","AEA","DCA","JONESVILLE","LEE","LEE COUNTY","PU","PU","0VG","25836.4*A","36-39-14.7000N","083-13-04.2000W",NA
2018-07-19,"VA","AEA","DCA","KENBRIDGE","LUNENBURG","LUNENBURG COUNTY","PU","PU","W31","25838.5*A","36-57-37.4500N","078-11-06.4000W",NA
2018-07-19,"VA","AEA","DCA","KEYSVILLE","CHARLOTTE","EUREKA","PR","PR","VG01","25840.01*A","37-03-44.5400N","078-33-42.1000W",NA
2018-07-19,"VA","AEA","DCA","KILMARNNOCK","LANCASTER","RAPPAHANNOCK GENERAL HOSPITAL","PR","PR","49VA","25841.01*H","37-42-06.6900N","076-23-16.4200W",NA
2018-07-19,"VA","AEA","DCA","KILMARNOCK","NORTHUMBERLAND","LONGBRANCH","PR","PR","VA08","25841.02*A","37-43-01.4860N","076-21-31.8060W",NA
2018-07-19,"VA","AEA","DCA","KING GEORGE","KING GEORGE","POWHATAN","PR","PR","VA57","25841.3*A","38-14-54.4620N","077-13-08.9220W",NA
2018-07-19,"VA","AEA","DCA","LANGLEY","FAIRFAX","CIA HEADQUARTERS","PU","PR","84VA","25844.4*H","38-57-10.3980N","077-09-08.9250W",NA
2018-07-19,"VA","AEA","DCA","LAWRENCEVILLE","BRUNSWICK","LAWRENCEVILLE/BRUNSWICK MUNI","PU","PU","LVL","25845.*A","36-46-22.2000N","077-47-39.3000W",NA
2018-07-19,"VA","AEA","DCA","LEBANON","RUSSELL","RUSSELL COUNTY MEDICAL CENTER","PR","PR","04VA","25846.71*H","36-53-53.7200N","082-04-42.5400W",NA
2018-07-19,"VA","AEA","NONE","LEESBURG","LOUDOUN","GOOSE HUNT FARM","PR","PR","3VA5","25847.02*A","39-01-44.0000N","077-37-30.0000W",NA
2018-07-19,"VA","AEA","DCA","LEESBURG","LOUDOUN","LEESBURG EXECUTIVE","PU","PU","JYO","25847.1*A","39-04-40.7000N","077-33-27.0000W",NA
2018-07-19,"VA","AEA","DCA","LEESBURG","LOUDOUN","LONGVIEW","PR","PR","6VG8","25847.2*H","39-10-13.0000N","077-31-09.0000W",NA
2018-07-19,"VA","AEA","DCA","LEESBURG","LOUDOUN","LOUDOUN HOSPITAL CENTER","PR","PR","34VA","25847.01*H","39-04-27.6500N","077-28-44.7800W",NA
2018-07-19,"VA","AEA","DCA","LEXINGTON","ROCKBRIDGE","CARILION STONEWALL JACKSON HOSPITAL","PR","PR","8VA7","25851.02*H","37-46-45.6700N","079-26-28.2000W",NA
2018-07-19,"VA","AEA","DCA","LOUISA","LOUISA","LOUISA COUNTY/FREEMAN FIELD","PU","PU","LKU","25856.42*A","38-00-35.4000N","077-58-12.5000W",NA
2018-07-19,"VA","AEA","DCA","LOVETTSVILLE","LOUDOUN","LOVETTSVILLE AIRFIELD","PR","PR","VA61","25857.4*A","39-15-50.3660N","077-39-25.9670W",NA
2018-07-19,"VA","AEA","DCA","LOVETTSVILLE","LOUDOUN","THE GRASS PATCH","PR","PR","VA62","25857.41*A","39-15-33.3660N","077-39-25.9670W",NA
2018-07-19,"VA","AEA","DCA","LOVINGSTON","NELSON","FABER","PR","PR","VA96","25857.82*A","37-49-31.5100N","078-43-54.0650W",NA
2018-07-19,"VA","AEA","DCA","LOVINGSTON","NELSON","FLATWOODS","PR","PR","8VA6","25857.8*A","37-44-17.5070N","078-57-44.0860W",NA
2018-07-19,"VA","AEA","DCA","LOVINGSTON","NELSON","STEVENS HELICOPTERS","PR","PR","5VA3","25857.81*H","37-45-24.5080N","078-53-45.0800W",NA
2018-07-19,"VA","AEA","DCA","LOVINGSTON","NELSON","TYE RIVER","PR","PR","1VA3","25857.83*A","37-39-29.5100N","078-56-44.0800W",NA
2018-07-19,"VA","AEA","DCA","LOVINGSTON","NELSON","WOODRIDGE FIELD","PR","PR","VG52","25857.84*A","37-50-21.0000N","078-49-18.0000W",NA
2018-07-19,"VA","AEA","DCA","LOW MOOR","ALLEGHANY","ALLEGHANY RGNL HOSPITAL","PR","PR","5VA1","25858.*H","37-47-33.5000N","079-52-51.3100W",NA
2018-07-19,"VA","AEA","DCA","LURAY","PAGE","LURAY CAVERNS","PU","PU","LUA","25859.2*A","38-40-00.1577N","078-30-03.0061W",NA
2018-07-19,"VA","AEA","DCA","LURAY","PAGE","PAGE MEMORIAL HOSPITAL","PR","PR","CD27","25859.21*H","38-39-45.0000N","078-28-04.0000W",NA
2018-07-19,"VA","AEA","DCA","LYNCHBURG","LYNCHBURG","FALWELL","PR","PU","W24","25862.*A","37-22-40.5150N","079-07-20.0830W",NA
2018-07-19,"VA","AEA","DCA","LYNCHBURG","LYNCHBURG","L G HOSPITAL","PR","PR","50VA","25862.02*H","37-25-02.5110N","079-10-21.0890W",NA
2018-07-19,"VA","AEA","DCA","LYNCHBURG","CAMPBELL","LYNCHBURG RGNL/PRESTON GLENN FLD","PU","PU","LYH","25863.*A","37-19-31.4000N","079-12-04.4000W","I A S 05/1973"
2018-07-19,"VA","AEA","DCA","MACHIPONGO","NORTHAMPTON","MACHIPONGO INTL","PR","PR","3VG2","25864.6*A","37-23-18.0000N","075-53-33.0000W",NA
2018-07-19,"VA","AEA","DCA","MADISON","MADISON","ARROWPOINT","PR","PR","VG43","25865.*A","38-18-23.0000N","078-05-56.0000W",NA
2018-07-19,"VA","AEA","DCA","MANASSAS","PRINCE WILLIAM","ADEN FIELD","PR","PR","VA71","25867.21*A","38-38-54.4290N","077-31-57.9560W",NA
